2011,1,134776,1,1,2,1,736641
2011,1,29231,1,2,1,2,26213
2011,1,28998,1,2,1,2,26213
2011,1,11969,1,1,2,2,70571
2011,1,16615,0,1,2,2,9497
2011,1,26964,1,3,1,1,253913
2011,1,17088,0,3,2,1,5181
2011,1,13704,1,2,1,2,26213
2011,1,10911,2,1,2,2,20747
2011,1,6042,1,1,2,2,20747
2011,1,2852,1,3,2,1,3996
2011,1,1948,1,3,2,1,40805
2011,1,15279,0,1,1,2,38061
2011,1,33317,2,4,1,2,49706
2011,1,44283,2,3,2,1,224854
2011,1,37096,1,3,2,1,736641
2011,1,32160,0,3,1,1,15171
2011,1,5423,1,1,2,1,27472
2011,1,10240,2,1,2,2,13912
2011,1,34036,1,2,1,2,26213
2011,1,19258,3,1,2,2,103844
2011,1,23684,2,3,1,1,58778
2011,1,43217,2,3,1,1,58778
2011,1,147911,1,1,2,1,736641
2011,1,14927,2,1,2,2,13206
2011,1,30245,2,1,1,2,128649
2011,1,24867,3,3,1,2,9007
2011,1,90836,3,2,1,2,21775
2011,1,17621,1,3,1,1,35857
2011,1,5588,1,3,1,2,48319
2011,1,23144,2,3,1,2,15516
2011,1,9884,1,3,1,1,4827
2011,1,14467,2,3,1,1,58778
2011,1,10154,0,1,2,2,5827
2011,1,1721,0,3,2,2,15122
2011,1,4295,1,1,2,2,4923
2011,1,88536,1,3,2,1,736641
2011,1,22103,1,3,2,1,95202
2011,1,824,1,3,1,1,12094
2011,1,2955,0,1,1,2,5207
2011,1,5359,0,3,1,1,38659
2011,1,34426,2,3,2,1,62223
2011,1,6804,0,1,1,1,32198
2011,1,4290,0,3,1,1,92944
2011,1,873,1,1,2,1,5454
2011,1,1061,1,3,1,1,391
2011,1,2190,0,1,1,2,5207
2011,1,4106,1,3,2,1,40805
2011,1,37703,0,3,2,1,16376
2011,1,18622,3,2,1,1,41175
2011,1,1683,0,3,2,1,2880
2011,1,46051,1,3,2,1,736641
2011,1,35241,3,5,1,1,41790
2011,1,25212,0,5,1,2,13219
2011,1,11891,0,3,2,1,4644
2011,1,20003,0,2,1,2,2364
2011,1,16417,0,1,2,1,4644
2011,1,1723,0,3,2,1,8630
2011,1,447,1,3,2,1,125
2011,1,2140,1,3,2,1,5430
2011,1,897,1,1,1,2,4142
2011,1,9185,0,3,2,1,44746
2011,1,21706,1,2,1,2,26213
2011,1,5991,1,3,1,1,27126
2011,1,8930,0,3,2,2,11960
2011,1,28814,0,1,1,2,108268
2011,1,7195,0,1,1,2,19077
2011,1,2330,0,1,2,2,103844
2011,1,35810,1,3,2,1,736641
2011,1,3750,3,3,1,2,9007
2011,1,902,1,3,1,1,3998
2011,1,38776,4,3,2,2,55107
2011,1,15812,3,3,2,1,14106
2011,1,22028,0,3,2,1,12423
2011,1,9252,4,1,2,2,21091
2011,1,44453,4,1,2,2,55107
2011,1,4217,1,1,2,1,9486
2011,1,13854,1,2,1,1,140239
2011,1,430,0,1,3,2,23
2011,1,26461,3,3,1,2,55054
2011,1,21283,4,1,2,2,55107
2011,1,25135,4,1,1,2,128649
2011,1,6520,3,3,1,2,22241
2011,1,979,0,1,1,1,1455
2011,1,4946,0,1,1,1,32198
2011,1,9670,3,1,2,2,7235
2011,1,83801,4,3,1,1,114273
2011,1,636,1,3,1,1,4007
2011,1,825,0,3,1,1,15245
2011,1,7348,1,2,1,1,140239
2011,1,17680,3,3,2,1,40805
2011,1,2446,1,3,2,2,103844
2011,1,20032,1,3,1,1,114273
2011,1,602,1,3,1,1,35405
2011,1,4728,1,2,1,1,33303
2011,1,4896,1,2,1,1,4642
2011,1,1550,2,3,2,2,15122
2011,1,643,0,3,1,1,2322
2011,1,495,0,1,2,2,175
2011,1,809,0,3,2,2,13912
2011,2,134776,2,1,2,1,736641
2011,2,16417,1,1,2,1,4644
2011,2,20003,1,2,1,2,2364
2011,2,32160,1,3,1,1,15171
2011,2,134776,2,1,2,1,736641
2011,2,10841,1,3,1,1,37849
2011,2,4290,1,3,1,1,92944
2011,2,6804,1,1,1,1,32198
2011,2,37703,1,3,2,1,16376
2011,2,29231,2,2,1,2,26213
2011,2,28998,2,2,1,2,26213
2011,2,22028,1,3,2,1,12423
2011,2,15279,1,1,1,2,38061
2011,2,104089,0,3,2,1,736641
2011,2,10154,1,1,2,2,5827
2011,2,1289,1,1,2,2,1833
2011,2,8930,1,3,2,2,11960
2011,2,11969,2,1,2,2,70571
2011,2,34036,2,2,1,2,26213
2011,2,2955,1,1,1,2,5207
2011,2,17088,1,3,2,1,5181
2011,2,16923,0,3,1,1,3687
2011,2,1721,1,3,2,2,15122
2011,2,26964,2,3,1,1,253913
2011,2,37096,2,3,2,1,736641
2011,2,15199,1,3,2,1,17327
2011,2,2544,0,3,2,1,7542
2011,2,4946,1,1,1,1,32198
2011,2,13704,2,2,1,2,26213
2011,2,10911,3,1,2,2,20747
2011,2,43217,3,3,1,1,58778
2011,2,26464,0,3,2,1,736641
2011,2,44283,3,3,2,1,224854
2011,2,6042,2,1,2,2,20747
2011,2,1229,0,3,1,1,263
2011,2,33317,3,4,1,2,49706
2011,2,1230,0,1,2,2,20747
2011,2,1551,0,1,2,1,570
2011,2,25212,1,5,1,2,13219
2011,2,4585,0,3,1,1,1801
2011,2,3978,0,3,2,1,15268
2011,2,305,0,3,2,1,1190
2011,2,384,0,3,2,1,2878
2011,2,193,1,1,1,1,1335
2011,2,3707,1,2,1,1,16849
2011,2,19258,4,1,2,2,103844
2011,2,1804,0,3,1,2,6064
2011,2,2852,2,3,2,1,3996
2011,2,40542,0,1,1,2,261922
2011,2,7195,1,1,1,2,19077
2011,2,1215,0,3,1,1,3687
2011,2,8854,0,1,2,1,996
2011,2,10240,3,1,2,2,13912
2011,2,28814,1,1,1,2,108268
2011,2,1948,2,3,2,1,40805
2011,2,90836,4,2,1,2,21775
2011,2,1723,1,3,2,1,8630
2011,2,2039,1,3,2,2,3449
2011,2,14927,3,1,2,2,13206
2011,2,23684,3,3,1,1,58778
2011,2,1286,1,3,1,1,5955
2011,2,30245,3,1,1,2,128649
2011,2,1345,0,3,1,1,1183
2011,2,10163,0,3,1,1,10432
2011,2,5423,2,1,2,1,27472
2011,2,24599,0,1,1,2,261922
2011,2,9884,2,3,1,1,4827
2011,2,52128,0,1,1,2,261922
2011,2,551,0,1,1,1,7838
2011,2,979,1,1,1,1,1455
2011,2,88536,2,3,2,1,736641
2011,2,24867,4,3,1,2,9007
2011,2,11381,0,1,1,2,261922
2011,2,2330,1,1,2,2,103844
2011,2,14336,0,1,1,2,261922
2011,2,5359,1,3,1,1,38659
2011,2,82,1,1,2,1,2307
2011,2,304,1,3,2,2,359
2011,2,48769,0,6,1,1,154723
2011,2,34426,3,3,2,1,62223
2011,2,23144,3,3,1,2,15516
2011,2,14467,3,3,1,1,58778
2011,2,169,0,5,2,1,5166
2011,2,110,1,3,1,1,405
2011,2,227,0,3,2,1,2471
2011,2,11891,1,3,2,1,4644
2011,2,184,1,1,3,2,12
2011,2,147911,2,1,2,1,736641
2011,2,1634,0,3,2,1,922
2011,2,5588,2,3,1,2,48319
2011,2,862,0,3,1,1,11446
2011,2,44078,46,3,1,1,48734
2011,2,1033,0,1,1,2,5207
2011,2,7124,0,1,2,2,846
2011,2,378,0,3,1,1,4007
2011,2,218,0,3,2,1,996
2011,2,2190,1,1,1,2,5207
2011,2,1683,1,3,2,1,2880
2011,2,1368,3,3,2,2,13206
2011,2,6219,0,3,1,2,15516
2011,3,40545,1,1,1,2,261922
2011,3,104094,1,3,2,1,736641
2011,3,29252,0,3,2,1,7592
2011,3,16925,1,3,1,1,3687
2011,3,24601,1,1,1,2,261922
2011,3,52131,1,1,1,2,261922
2011,3,20003,2,2,1,2,2364
2011,3,16418,2,1,2,1,4644
2011,3,47123,0,3,1,1,92944
2011,3,8854,1,1,2,1,996
2011,3,11381,1,1,1,2,261922
2011,3,16616,2,1,2,2,9497
2011,3,14337,1,1,1,2,261922
2011,3,37704,2,3,2,1,16376
2011,3,134781,3,1,2,1,736641
2011,3,5087,0,3,1,1,38659
2011,3,22028,2,3,2,1,12423
2011,3,32164,2,3,1,1,15171
2011,3,26464,1,3,2,1,736641
2011,3,7488,0,3,1,1,2177
2011,3,103142,75,3,2,1,37086
2011,3,67165,0,3,1,1,35405
2011,3,10153,2,1,2,2,5827
2011,3,1144,1,1,2,1,4290
2011,3,29231,3,2,1,2,26213
2011,3,10841,2,3,1,1,37849
2011,3,28998,3,2,1,2,26213
2011,3,7309,0,3,1,1,17090
2011,3,1551,1,1,2,1,570
2011,3,4290,2,3,1,1,92944
2011,3,34037,3,2,1,2,26213
2011,3,6804,2,1,1,1,32198
2011,3,1289,2,1,2,2,1833
2011,3,3086,0,3,1,1,4007
2011,3,15279,2,1,1,2,38061
2011,3,4112,0,3,1,1,38659
2011,3,1033,1,1,1,2,5207
2011,3,69382,105,3,2,1,33873
2011,3,787,0,3,1,2,55054
2011,3,11970,3,1,2,2,70571
2011,3,6219,1,3,1,2,15516
2011,3,386,0,4,2,2,3555
2011,3,6144,1,2,1,2,6028
2011,3,18711,0,5,1,2,22147
2011,3,1427,0,3,2,1,215
2011,3,24086,0,1,2,2,53837
2011,3,8930,2,3,2,2,11960
2011,3,4742,0,5,1,1,17989
2011,3,2955,2,1,1,2,5207
2011,3,1805,1,3,1,2,6064
2011,3,4619,0,3,1,1,5195
2011,3,7123,1,1,2,2,846
2011,3,1867,0,3,1,2,55054
2011,3,378,1,3,1,1,4007
2011,3,7851,0,1,1,2,38061
2011,3,295,1,3,1,1,471
2011,3,1974,1,2,1,1,37147
2011,3,18446,1,3,2,1,8566
2011,3,25212,2,5,1,2,13219
2011,3,2544,1,3,2,1,7542
2011,3,7904,1,1,1,2,261922
2011,3,1230,1,1,2,2,20747
2011,3,37097,3,3,2,1,736641
2011,3,1634,1,3,2,1,922
2011,3,3226,0,3,2,1,12423
2011,3,17089,2,3,2,1,5181
2011,3,862,1,3,1,1,11446
2011,3,365,0,5,1,1,1204
2011,3,1873,1,3,1,1,7838
2011,3,851,0,3,1,1,11725
2011,3,6837,1,1,1,2,732
2011,3,1721,2,3,2,2,15122
2011,3,26964,3,3,1,1,253913
2011,3,349,0,1,1,2,1881
2011,3,1229,1,3,1,1,263
2011,3,33925,0,1,1,2,108268
2011,3,1797,0,1,1,2,2364
2011,3,304,0,1,1,1,1620
2011,3,2316,0,1,1,2,4972
2011,3,3383,1,2,1,1,7706
2011,3,43219,4,3,1,1,58778
2011,3,1863,0,3,2,1,33873
2011,3,601,0,3,1,1,8815
2011,3,188,1,3,2,1,6649
2011,3,1345,1,3,1,1,1183
2011,3,33317,4,4,1,2,49706
2011,3,10911,4,1,2,2,20747
2011,3,44284,4,3,2,1,224854
2011,3,15200,2,3,2,1,17327
2011,3,193,0,1,1,1,1620
2011,3,2373,0,3,2,1,95202
2011,3,5060,0,3,1,1,92944
2011,3,1206,0,3,1,1,81080
2011,3,90839,5,2,1,2,21775
2011,3,1539,0,3,1,1,37849
2011,3,2217,0,3,2,1,34758
2011,3,3032,0,2,1,1,66704
2011,3,2251,0,3,2,1,37086
2011,4,40545,2,1,1,2,261922
2011,4,18711,1,5,1,2,22147
2011,4,10793,1,3,2,1,9949
2011,4,24086,1,1,2,2,53837
2011,4,47123,1,3,1,1,92944
2011,4,29252,1,3,2,1,7592
2011,4,67165,1,3,1,1,35405
2011,4,13374,1,1,2,2,13206
2011,4,5423,1,1,1,1,11725
2011,4,43028,0,1,1,2,261922
2011,4,13113,1,1,2,2,15839
2011,4,40545,2,1,1,2,261922
2011,4,9944,0,1,2,2,15839
2011,4,16925,2,3,1,1,3687
2011,4,4742,1,5,1,1,17989
2011,4,1714,1,3,1,1,17341
2011,4,104094,2,3,2,1,736641
2011,4,9410,0,1,2,2,7235
2011,4,52131,2,1,1,2,261922
2011,4,1629,1,5,1,1,17989
2011,4,3420,1,3,1,1,27691
2011,4,11855,1,1,1,2,4092
2011,4,20003,3,2,1,2,2364
2011,4,1637,1,3,2,1,34758
2011,4,24601,2,1,1,2,261922
2011,4,16418,3,1,2,1,4644
2011,4,851,1,3,1,1,11725
2011,4,8854,2,1,2,1,996
2011,4,967,1,3,1,1,8815
2011,4,103142,76,3,2,1,37086
2011,4,134781,4,1,2,1,736641
2011,4,13040,0,3,2,1,3282
2011,4,1939,1,3,2,1,33873
2011,4,3420,1,2,3,2,2210
2011,4,31641,0,1,1,2,261922
2011,4,4112,1,3,1,1,38659
